week_start_date,product_id,store_id,region,units_sold,revenue,promotion_flag,promotion_type,discount_pct
2024-01-01,BEV-005,STR-007,West,116,1944.65,1,Price Cut,0.25
2024-01-01,BEV-006,STR-007,West,32,2765.44,0,,0.0
2024-01-01,BEV-007,STR-007,West,26,2822.56,0,,0.0
2024-01-01,BEV-008,STR-007,West,64,2541.44,0,,0.0
2024-01-01,BEV-009,STR-007,West,51,3528.82,1,BOGO,0.25
2024-01-01,BEV-010,STR-007,West,106,8030.56,0,,0.0
2024-01-01,BEV-011,STR-007,West,117,11970.27,0,,0.0
2024-01-01,BEV-012,STR-007,West,106,3099.44,0,,0.0
2024-01-01,BEV-013,STR-007,West,70,5954.2,0,,0.0
2024-01-01,BEV-014,STR-007,West,155,3213.59,1,BOGO,0.26
2024-01-01,BEV-015,STR-007,West,68,3985.48,0,,0.0
2024-01-01,BEV-016,STR-007,West,89,4494.5,0,,0.0
2024-01-01,BEV-017,STR-007,West,79,3972.12,0,,0.0
2024-01-01,BEV-018,STR-007,West,46,4852.58,1,Bundle,0.1
2024-01-01,BEV-019,STR-007,West,138,7043.65,1,Bundle,0.1
2024-01-01,BEV-020,STR-007,West,118,4727.08,0,,0.0
2024-01-01,BEV-001,STR-008,North,71,2732.79,0,,0.0
2024-01-01,BEV-002,STR-008,North,49,4297.79,0,,0.0
2024-01-01,BEV-003,STR-008,North,82,7316.04,0,,0.0
2024-01-01,BEV-004,STR-008,North,77,7766.22,0,,0.0
2024-01-01,BEV-005,STR-008,North,194,3213.19,1,Price Cut,0.26
2024-01-01,BEV-006,STR-008,North,20,1728.4,0,,0.0
2024-01-01,BEV-007,STR-008,North,20,2171.2,0,,0.0
2024-01-01,BEV-008,STR-008,North,115,4566.65,0,,0.0
2024-01-01,BEV-009,STR-008,North,67,6071.54,0,,0.0
2024-01-01,BEV-010,STR-008,North,33,1969.45,1,Display Feature,0.23
2024-01-01,BEV-011,STR-008,North,69,6688.27,1,Display Feature,0.06
2024-01-01,BEV-012,STR-008,North,96,2685.79,1,Display Feature,0.05
2024-01-01,BEV-013,STR-008,North,88,7485.28,0,,0.0
2024-01-01,BEV-014,STR-008,North,184,3953.1,1,BOGO,0.23
2024-01-01,BEV-015,STR-008,North,168,7390.27,1,Display Feature,0.25
2024-01-01,BEV-016,STR-008,North,113,5706.5,0,,0.0
2024-01-01,BEV-017,STR-008,North,42,1578.15,1,BOGO,0.27
2024-01-01,BEV-018,STR-008,North,29,3335.87,0,,0.0
2024-01-01,BEV-019,STR-008,North,77,4362.05,0,,0.0
2024-01-01,BEV-020,STR-008,North,88,3525.28,0,,0.0
2024-01-01,BEV-001,STR-009,North,35,1347.15,0,,0.0
2024-01-01,BEV-002,STR-009,North,21,1841.91,0,,0.0
2024-01-01,BEV-003,STR-009,North,80,5792.85,1,Bundle,0.19
2024-01-01,BEV-004,STR-009,North,52,5244.72,0,,0.0
2024-01-01,BEV-005,STR-009,North,131,2310.33,1,BOGO,0.21
2024-01-01,BEV-006,STR-009,North,79,6188.38,1,Price Cut,0.1
2024-01-01,BEV-007,STR-009,North,114,12375.84,0,,0.0
2024-01-01,BEV-008,STR-009,North,54,2144.34,0,,0.0
2024-01-01,BEV-009,STR-009,North,109,9877.58,0,,0.0
2024-01-01,BEV-010,STR-009,North,45,3409.2,0,,0.0
2024-01-01,BEV-011,STR-009,North,53,5422.43,0,,0.0
2024-01-01,BEV-012,STR-009,North,26,760.24,0,,0.0
2024-01-01,BEV-013,STR-009,North,175,11466.36,1,Price Cut,0.23
2024-01-01,BEV-014,STR-009,North,55,1531.2,0,,0.0
2024-01-01,BEV-015,STR-009,North,92,5392.12,0,,0.0
2024-01-01,BEV-016,STR-009,North,184,7903.72,1,Bundle,0.15
2024-01-01,BEV-017,STR-009,North,115,5782.2,0,,0.0
2024-01-01,BEV-018,STR-009,North,81,9317.43,0,,0.0
2024-01-01,BEV-019,STR-009,North,31,1756.15,0,,0.0
2024-01-01,BEV-020,STR-009,North,50,1784.85,1,Price Cut,0.11
2024-01-01,BEV-001,STR-010,South,81,3117.69,0,,0.0
2024-01-01,BEV-002,STR-010,South,108,9472.68,0,,0.0
2024-01-01,BEV-003,STR-010,South,78,6959.16,0,,0.0
2024-01-01,BEV-004,STR-010,South,119,12002.34,0,,0.0
2024-01-01,BEV-005,STR-010,South,38,847.02,0,,0.0
2024-01-01,BEV-006,STR-010,South,147,9935.8,1,BOGO,0.22
2024-01-01,BEV-007,STR-010,South,35,3799.6,0,,0.0
2024-01-01,BEV-008,STR-010,South,118,4685.78,0,,0.0
2024-01-01,BEV-009,STR-010,South,71,6434.02,0,,0.0
2024-01-01,BEV-010,STR-010,South,164,9327.09,1,Bundle,0.25
2024-01-01,BEV-011,STR-010,South,72,7366.32,0,,0.0
2024-01-01,BEV-012,STR-010,South,105,2894.88,1,Bundle,0.06
2024-01-01,BEV-013,STR-010,South,112,9526.72,0,,0.0
2024-01-01,BEV-014,STR-010,South,69,1515.23,1,BOGO,0.22
2024-01-01,BEV-015,STR-010,South,36,2109.96,0,,0.0
2024-01-01,BEV-016,STR-010,South,26,1313.0,0,,0.0
2024-01-01,BEV-017,STR-010,South,59,2966.52,0,,0.0
2024-01-01,BEV-018,STR-010,South,114,11984.89,1,Display Feature,0.09
2024-01-01,BEV-019,STR-010,South,88,4330.56,1,Price Cut,0.14
2024-01-01,BEV-020,STR-010,South,65,1844.75,1,Bundle,0.3
2024-01-01,BEV-001,STR-011,South,139,4448.53,1,BOGO,0.17
2024-01-01,BEV-002,STR-011,South,58,5087.18,0,,0.0
2024-01-01,BEV-003,STR-011,South,109,9724.98,0,,0.0
2024-01-01,BEV-004,STR-011,South,86,8673.96,0,,0.0
2024-01-01,BEV-005,STR-011,South,111,2474.19,0,,0.0
2024-01-01,BEV-006,STR-011,South,39,3370.38,0,,0.0
2024-01-01,BEV-007,STR-011,South,142,11727.2,1,Bundle,0.24
2024-01-01,BEV-008,STR-011,South,166,5686.07,1,Display Feature,0.14
2024-01-01,BEV-009,STR-011,South,75,6796.5,0,,0.0
2024-01-01,BEV-010,STR-011,South,42,2271.54,1,Price Cut,0.29
2024-01-01,BEV-011,STR-011,South,131,11046.77,1,BOGO,0.18
2024-01-01,BEV-012,STR-011,South,55,1608.2,0,,0.0
2024-01-01,BEV-013,STR-011,South,39,3317.34,0,,0.0
2024-01-01,BEV-014,STR-011,South,66,1837.44,0,,0.0
2024-01-01,BEV-015,STR-011,South,33,1934.13,0,,0.0
2024-01-01,BEV-016,STR-011,South,20,1010.0,0,,0.0
2024-01-01,BEV-017,STR-011,South,32,1556.23,1,Bundle,0.06
2024-01-01,BEV-018,STR-011,South,115,13228.45,0,,0.0
2024-01-01,BEV-019,STR-011,South,95,5381.75,0,,0.0
2024-01-01,BEV-020,STR-011,South,27,1081.62,0,,0.0
2024-01-01,BEV-001,STR-012,South,55,2116.95,0,,0.0
2024-01-01,BEV-002,STR-012,South,77,6753.67,0,,0.0
2024-01-01,BEV-003,STR-012,South,47,4193.34,0,,0.0
2024-01-01,BEV-004,STR-012,South,60,6051.6,0,,0.0
2024-01-01,BEV-005,STR-012,South,46,1025.34,0,,0.0
2024-01-01,BEV-006,STR-012,South,36,3111.12,0,,0.0
2024-01-01,BEV-007,STR-012,South,103,11181.68,0,,0.0
2024-01-01,BEV-008,STR-012,South,48,1906.08,0,,0.0
2024-01-01,BEV-009,STR-012,South,97,6281.68,1,Price Cut,0.29
2024-01-01,BEV-010,STR-012,South,126,8898.82,1,Display Feature,0.07
2024-01-01,BEV-011,STR-012,South,24,2455.44,0,,0.0
2024-01-01,BEV-012,STR-012,South,103,2511.0,1,BOGO,0.17
2024-01-01,BEV-013,STR-012,South,30,2551.8,0,,0.0
2024-01-01,BEV-014,STR-012,South,82,2282.88,0,,0.0
2024-01-01,BEV-015,STR-012,South,126,5507.76,1,Price Cut,0.26
2024-01-01,BEV-016,STR-012,South,118,5959.0,0,,0.0
2024-01-01,BEV-017,STR-012,South,40,2011.2,0,,0.0
2024-01-01,BEV-018,STR-012,South,25,2875.75,0,,0.0
2024-01-01,BEV-019,STR-012,South,148,5893.31,1,Bundle,0.3
2024-01-01,BEV-020,STR-012,South,106,3144.27,1,BOGO,0.26
2024-01-01,BEV-001,STR-013,West,97,3733.53,0,,0.0
2024-01-01,BEV-002,STR-013,West,29,2048.98,1,Price Cut,0.2
2024-01-01,BEV-003,STR-013,West,51,4550.22,0,,0.0
2024-01-01,BEV-004,STR-013,West,114,11498.04,0,,0.0
2024-01-01,BEV-005,STR-013,West,45,1003.05,0,,0.0
2024-01-01,BEV-006,STR-013,West,138,9810.93,1,Bundle,0.18
2024-01-01,BEV-007,STR-013,West,135,13666.24,1,Bundle,0.07
2024-01-01,BEV-008,STR-013,West,36,1429.56,0,,0.0
2024-01-01,BEV-009,STR-013,West,66,5980.92,0,,0.0
2024-01-01,BEV-010,STR-013,West,104,7879.04,0,,0.0
2024-01-01,BEV-011,STR-013,West,94,9617.14,0,,0.0
2024-01-01,BEV-012,STR-013,West,57,1666.68,0,,0.0
2024-01-01,BEV-013,STR-013,West,117,9952.02,0,,0.0
2024-01-01,BEV-014,STR-013,West,117,3257.28,0,,0.0
2024-01-01,BEV-015,STR-013,West,98,5743.78,0,,0.0
2024-01-01,BEV-016,STR-013,West,132,5419.19,1,Display Feature,0.19
2024-01-01,BEV-017,STR-013,West,98,4927.44,0,,0.0
2024-01-01,BEV-018,STR-013,West,70,8052.1,0,,0.0
2024-01-01,BEV-019,STR-013,West,48,2719.2,0,,0.0
2024-01-01,BEV-020,STR-013,West,100,3074.32,1,Display Feature,0.24
2024-01-01,BEV-001,STR-014,South,134,4301.66,1,Price Cut,0.17
2024-01-01,BEV-002,STR-014,South,62,5438.02,0,,0.0
2024-01-01,BEV-003,STR-014,South,42,3747.24,0,,0.0
2024-01-01,BEV-004,STR-014,South,114,11498.04,0,,0.0
2024-01-01,BEV-005,STR-014,South,35,780.15,0,,0.0
2024-01-01,BEV-006,STR-014,South,23,1987.66,0,,0.0
2024-01-01,BEV-007,STR-014,South,170,15167.2,1,Display Feature,0.18
2024-01-01,BEV-008,STR-014,South,80,3176.8,0,,0.0
2024-01-01,BEV-009,STR-014,South,58,4570.52,1,Bundle,0.14
2024-01-01,BEV-010,STR-014,South,41,3106.16,0,,0.0
2024-01-01,BEV-011,STR-014,South,20,2046.2,0,,0.0
2024-01-01,BEV-012,STR-014,South,31,906.44,0,,0.0
2024-01-01,BEV-013,STR-014,South,53,4508.18,0,,0.0
2024-01-01,BEV-014,STR-014,South,109,3034.56,0,,0.0
2024-01-01,BEV-015,STR-014,South,92,5392.12,0,,0.0
2024-01-01,BEV-016,STR-014,South,66,3333.0,0,,0.0
2024-01-01,BEV-017,STR-014,South,100,3645.74,1,Price Cut,0.28
2024-01-01,BEV-018,STR-014,South,77,8270.92,1,Bundle,0.07
2024-01-01,BEV-019,STR-014,South,71,4022.15,0,,0.0
2024-01-01,BEV-020,STR-014,South,75,3004.5,0,,0.0
2024-01-01,BEV-001,STR-015,West,196,6207.43,1,Price Cut,0.18
2024-01-01,BEV-002,STR-015,West,45,3946.95,0,,0.0
2024-01-01,BEV-003,STR-015,West,75,6691.5,0,,0.0
2024-01-01,BEV-004,STR-015,West,36,3043.1,1,Display Feature,0.18
2024-01-01,BEV-005,STR-015,West,37,824.73,0,,0.0
2024-01-01,BEV-006,STR-015,West,118,10197.56,0,,0.0
2024-01-01,BEV-007,STR-015,West,83,9010.48,0,,0.0
2024-01-01,BEV-008,STR-015,West,47,1866.37,0,,0.0
2024-01-01,BEV-009,STR-015,West,127,10726.71,1,Display Feature,0.07
2024-01-01,BEV-010,STR-015,West,78,4734.48,1,Price Cut,0.2
2024-01-01,BEV-011,STR-015,West,86,8798.66,0,,0.0
2024-01-01,BEV-012,STR-015,West,37,1081.88,0,,0.0
2024-01-01,BEV-013,STR-015,West,105,8931.3,0,,0.0
2024-01-01,BEV-014,STR-015,West,27,751.68,0,,0.0
2024-01-01,BEV-015,STR-015,West,102,5978.22,0,,0.0
2024-01-01,BEV-016,STR-015,West,36,1485.76,1,Price Cut,0.2
2024-01-01,BEV-017,STR-015,West,114,4599.72,1,Price Cut,0.2
2024-01-01,BEV-018,STR-015,West,41,4716.23,0,,0.0
2024-01-01,BEV-019,STR-015,West,89,5041.85,0,,0.0
2024-01-01,BEV-020,STR-015,West,42,1597.32,1,BOGO,0.07
2024-01-01,BEV-001,STR-016,North,71,2566.11,1,BOGO,0.07
2024-01-01,BEV-002,STR-016,North,59,5174.89,0,,0.0
2024-01-01,BEV-003,STR-016,North,43,3836.46,0,,0.0
2024-01-01,BEV-004,STR-016,North,85,8573.1,0,,0.0
2024-01-01,BEV-005,STR-016,North,139,2326.57,1,Price Cut,0.25
2024-01-01,BEV-006,STR-016,North,117,7800.0,1,BOGO,0.23
2024-01-01,BEV-007,STR-016,North,45,4885.2,0,,0.0
2024-01-01,BEV-008,STR-016,North,63,2501.73,0,,0.0
2024-01-01,BEV-009,STR-016,North,45,4077.9,0,,0.0
2024-01-01,BEV-010,STR-016,North,38,2878.88,0,,0.0
2024-01-01,BEV-011,STR-016,North,39,3990.09,0,,0.0
2024-01-01,BEV-012,STR-016,North,89,1996.3,1,Price Cut,0.24
2024-01-01,BEV-013,STR-016,North,51,3809.01,1,Bundle,0.13
2024-01-01,BEV-014,STR-016,North,25,696.0,0,,0.0
2024-01-01,BEV-015,STR-016,North,29,1699.69,0,,0.0
2024-01-01,BEV-016,STR-016,North,54,2378.66,1,Display Feature,0.13
2024-01-01,BEV-017,STR-016,North,84,4223.52,0,,0.0
2024-01-01,BEV-018,STR-016,North,149,13800.79,1,Price Cut,0.2
2024-01-01,BEV-019,STR-016,North,54,3059.1,0,,0.0
2024-01-01,BEV-020,STR-016,North,107,3283.42,1,Display Feature,0.24
2024-01-01,BEV-001,STR-017,East,126,4384.7,1,Bundle,0.1
2024-01-01,BEV-002,STR-017,East,108,8984.83,1,Price Cut,0.06
2024-01-01,BEV-003,STR-017,East,42,3407.59,1,Bundle,0.1
2024-01-01,BEV-004,STR-017,East,104,10489.44,0,,0.0
2024-01-01,BEV-005,STR-017,East,102,2273.58,0,,0.0
2024-01-01,BEV-006,STR-017,East,77,5791.66,1,Price Cut,0.13
2024-01-01,BEV-007,STR-017,East,57,5276.54,1,BOGO,0.16
2024-01-01,BEV-008,STR-017,East,70,2779.7,0,,0.0
2024-01-01,BEV-009,STR-017,East,169,12606.84,1,BOGO,0.18
2024-01-01,BEV-010,STR-017,East,116,8788.16,0,,0.0
2024-01-01,BEV-011,STR-017,East,85,8696.35,0,,0.0
2024-01-01,BEV-012,STR-017,East,70,2046.8,0,,0.0
2024-01-01,BEV-013,STR-017,East,136,9176.79,1,Display Feature,0.21
2024-01-01,BEV-014,STR-017,East,83,2310.72,0,,0.0
2024-01-01,BEV-015,STR-017,East,48,2813.28,0,,0.0
2024-01-01,BEV-016,STR-017,East,158,6018.24,1,Bundle,0.25
2024-01-01,BEV-017,STR-017,East,162,6206.6,1,Price Cut,0.24
2024-01-01,BEV-018,STR-017,East,87,10007.61,0,,0.0
2024-01-01,BEV-019,STR-017,East,29,1642.85,0,,0.0
2024-01-01,BEV-020,STR-017,East,93,3725.58,0,,0.0
2024-01-01,BEV-001,STR-018,East,57,2193.93,0,,0.0
2024-01-01,BEV-002,STR-018,East,104,8404.57,1,BOGO,0.08
2024-01-01,BEV-003,STR-018,East,48,4282.56,0,,0.0
2024-01-01,BEV-004,STR-018,East,48,4841.28,0,,0.0
2024-01-01,BEV-005,STR-018,East,163,3457.88,1,Bundle,0.05
2024-01-01,BEV-006,STR-018,East,55,4753.1,0,,0.0
2024-01-01,BEV-007,STR-018,East,62,6730.72,0,,0.0
2024-01-01,BEV-008,STR-018,East,39,1548.69,0,,0.0
2024-01-01,BEV-009,STR-018,East,93,8427.66,0,,0.0
2024-01-01,BEV-010,STR-018,East,25,1894.0,0,,0.0
2024-01-01,BEV-011,STR-018,East,66,6752.46,0,,0.0
2024-01-01,BEV-012,STR-018,East,42,1142.94,1,BOGO,0.08
2024-01-01,BEV-013,STR-018,East,116,9866.96,0,,0.0
2024-01-01,BEV-014,STR-018,East,79,2199.36,0,,0.0
2024-01-01,BEV-015,STR-018,East,156,6884.53,1,Display Feature,0.25
2024-01-01,BEV-016,STR-018,East,111,5605.5,0,,0.0
2024-01-01,BEV-017,STR-018,East,28,1407.84,0,,0.0
2024-01-01,BEV-018,STR-018,East,48,5521.44,0,,0.0
2024-01-01,BEV-019,STR-018,East,82,3938.03,1,Display Feature,0.16
2024-01-01,BEV-020,STR-018,East,40,1602.4,0,,0.0
2024-01-01,BEV-001,STR-019,East,55,2116.95,0,,0.0
2024-01-01,BEV-002,STR-019,East,76,6665.96,0,,0.0
2024-01-01,BEV-003,STR-019,East,73,6513.06,0,,0.0
2024-01-01,BEV-004,STR-019,East,59,5950.74,0,,0.0
2024-01-01,BEV-005,STR-019,East,66,1471.14,0,,0.0
2024-01-01,BEV-006,STR-019,East,28,2419.76,0,,0.0
2024-01-01,BEV-007,STR-019,East,76,8250.56,0,,0.0
2024-01-01,BEV-008,STR-019,East,60,2382.6,0,,0.0
2024-01-01,BEV-009,STR-019,East,71,4667.96,1,Display Feature,0.28
2024-01-01,BEV-010,STR-019,East,160,10200.89,1,Bundle,0.16
2024-01-01,BEV-011,STR-019,East,70,7161.7,0,,0.0
2024-01-01,BEV-012,STR-019,East,44,1286.56,0,,0.0
2024-01-01,BEV-013,STR-019,East,89,7570.34,0,,0.0
2024-01-01,BEV-014,STR-019,East,52,1447.68,0,,0.0
2024-01-01,BEV-015,STR-019,East,82,4806.02,0,,0.0
2024-01-01,BEV-016,STR-019,East,45,2272.5,0,,0.0
2024-01-01,BEV-017,STR-019,East,104,5229.12,0,,0.0
2024-01-01,BEV-018,STR-019,East,159,16646.17,1,BOGO,0.09
2024-01-01,BEV-019,STR-019,East,111,6288.15,0,,0.0
2024-01-01,BEV-020,STR-019,East,68,2724.08,0,,0.0
2024-01-01,BEV-001,STR-020,West,115,4426.35,0,,0.0
2024-01-01,BEV-002,STR-020,West,106,9297.26,0,,0.0
2024-01-01,BEV-003,STR-020,West,107,8632.93,1,Price Cut,0.1
2024-01-01,BEV-004,STR-020,West,64,6455.04,0,,0.0
2024-01-01,BEV-005,STR-020,West,35,780.15,0,,0.0
2024-01-01,BEV-006,STR-020,West,37,3197.54,0,,0.0
2024-01-01,BEV-007,STR-020,West,66,7164.96,0,,0.0
2024-01-01,BEV-008,STR-020,West,111,4407.81,0,,0.0
2024-01-01,BEV-009,STR-020,West,113,10240.06,0,,0.0
2024-01-01,BEV-010,STR-020,West,82,6212.32,0,,0.0
2024-01-01,BEV-011,STR-020,West,42,3062.18,1,BOGO,0.29
2024-01-01,BEV-012,STR-020,West,173,4148.68,1,BOGO,0.18
2024-01-01,BEV-013,STR-020,West,74,6294.44,0,,0.0
2024-01-01,BEV-014,STR-020,West,116,2753.26,1,BOGO,0.15
